name,address,latitude,longtitude,phone,logo_url,updated_at,open_status,court_id,description,geom,city_code,dist_code
百齡高中活動中心,臺北市士林區義信里承德路4段177號,25.08645398,121.5235519,02-28831568,https://az804957.vo.msecnd.net/photogym/20140529142146_百齡高中活動中心.jpg,,PAID,45,"籃球場,排球場(館),羽球場(館)",,63000,63000110
臺南二中排球場(館),臺南市北區北門路二段125號,23.00558688,120.2124774,06-2514526#401,https://az804957.vo.msecnd.net/photogym/20140611165315_mobile831d0fb2-8109-4f3b-96f4-8f77c8ec06d2.jpg,,FREE,46,排球場(館),,67000,67000340
勤益科大戶外操場(手球場、籃球場、排球場、網球場),臺中市太平區坪林里中山路二段57號,24.14549459,120.730927,04-23924505#5621,https://az804957.vo.msecnd.net/photogym/20161121141407_VEU1L0WBDLIJFE85LL4D.JPG,,FREE,47,"田徑場,手球場(館),籃球場,排球場(館)",,66000,66000270
中華大學活動中心,新竹市香山區東香里五福路二段707號,24.75892248,120.9542316,03-5186812,https://az804957.vo.msecnd.net/photogym/20140618110929_IMG_8656.JPG,,FREE,48,"羽球場(館),舞蹈教室,籃球場,排球場(館)",,10018,10018030
政治大學體育館,臺北市文山區指南路二段64號,24.98500288,121.5736556,02-29393091#62964,https://az804957.vo.msecnd.net/photogym/20140529165724_W3WV3WO2NW7IGELU06BS.jpg,,CLOSE,49,"籃球場,排球場,羽球場,桌球室,舞蹈教室,綜合教室,重訓室",,63000,63000080
華僑高級中學排球場(館),新北市板橋區大觀路一段32號,25.00546353,121.4458001,02-29684131#341,https://az804957.vo.msecnd.net/photogym/20140609183344_排球館全景照片.jpg,,PAID,50,"排球場(館) ,健身房(含重量訓練室),飛輪教室",,65000,65000010
光啟高中田徑場,桃園市龜山區自由街40號,25.02016278,121.4029866,02-82098313#501,https://az804957.vo.msecnd.net/photogym/20140604082800_IMG_0863.jpg,,PAID,51,"田徑場,籃球場,羽球場,排球場",,68000,68000070
台北海洋科技大學田徑場,臺北市士林區延平北路九段212號,25.1087228,121.4710557,02-28102292#2246,https://az804957.vo.msecnd.net/photogym/20140613114150_士林田徑場全景壓縮.JPG,,FREE,52,"籃球場,排球場(館),田徑場",,63000,63000110
原斗國中小國小部躲避球場,彰化縣二林鎮原斗里斗苑路一段865號,23.89640788,120.4266865,04-8904600#22,https://az804957.vo.msecnd.net/photogym/20180808091608_5J8EAK0R3H0BNNBY4UBZ.JPG,,FREE,53,"籃球場,排球場(館),躲避球場",,10007,10007200
臺灣師範大學體育館,新北市林口區仁愛路一段2號,25.06834057,121.4032602,02-77148466,https://az804957.vo.msecnd.net/photogym/20140604142414_10411391_669670059771081_8249484465687623851_n.jpg,,PAID,54,"羽球場(館),籃球場,排球場(館),大韻律教室,小韻律教室,健身房(含重量訓練室),桌球場(館)",,65000,65000170
中興國中田徑場,桃園市桃園區文中路122號,24.99748891,121.2906504,03-3600145,https://az804957.vo.msecnd.net/photogym/20140611165640_20140610_161006.jpg,,FREE,55,"田徑場,籃球場,排球場(館)",,68000,68000010
大德國中田徑場(含籃球場2座、排球場1座),臺中市北屯區雷中街2之23號,24.1804221,120.6694293,04-22916984,https://az804957.vo.msecnd.net/photogym/20140718115835_IMG_3300[1].JPG,,FREE,56,"籃球場,排球場",,66000,66000080
實踐大學H宿露天綜合球場(高雄校區),高雄市內門區大學路200號,22.90517278,120.4667274,07-6678888#3261,https://az804957.vo.msecnd.net/photogym/20140618155922_H宿露天綜合球場.JPG,,CLOSE,57,"排球場(館),籃球場,網球場(館)",,64000,64000350
臺中市潭子沙灘排球場,台灣台中市潭子區興華一路222-248號 對面,24.20895729,120.703497,04-25343542#215,https://az804957.vo.msecnd.net/photogym/20181011112316_GB0SHFOQGTLZ7BAUPM65.JPG,,CLOSE,58,沙灘排球場,,,
芎林國中體育館,新竹縣芎林鄉新鳳村74號,24.76188858,121.0916305,03-5922775#47,https://az804957.vo.msecnd.net/photogym/20140609170805_4UT7BBF6SHTRFV3SZ0XF.JPG,,FREE,59,"籃球場,排球場",,10004,10004070
南投國中籃球場,南投縣南投市漳和里祖祠路361號,23.91323891,120.6746918,049-2222549#220,https://az804957.vo.msecnd.net/photogym/20140606095737_DSC_0232.JPG,,FREE,60,"籃球場,排球場(館),躲避球場",,10008,10008010
興安國小風雨球場,嘉義市東區興安街35號,23.45913057,120.4562395,05-2232280,https://az804957.vo.msecnd.net/photogym/20200424111212_MD7F4HNKPNLOCCZPMWA0.jpg,,FREE,61,"籃球場,排球場(館)",,10020,10020010
新港藝術高中室外球場,嘉義縣新港鄉宮後村藝高路1號,23.56038776,120.3487551,05-3747060#254,https://az804957.vo.msecnd.net/photogym/20140715094456_DSC06593.JPG,,FREE,62,"室外排球場,室外網球場,籃球場",,10010,10010070
興糖國小田徑運動場,高雄市橋頭區橋南里興糖路19巷1號,22.75083543,120.3171623,07-6113804#32,https://az804957.vo.msecnd.net/photogym/20140630135540_05W26TNJK0XY62H3TQ04.jpg,,CLOSE,63,"田徑場,籃球場,排球場(館),跳遠場地",,64000,64000200
六甲國小活動中心,臺南市六甲區中正路319號,23.22527627,120.3490528,06-6982041,https://az804957.vo.msecnd.net/photogym/20140716163514_02.jpg,,CLOSE,64,排球場(館),,67000,67000090
黃竹國小籃球場,臺中市太平區黃竹里竹村路41號,24.08383731,120.7523775,04-22715933,https://az804957.vo.msecnd.net/photogym/20140721224408_D306XT13ZIYXS08DLP6E.jpg,,FREE,65,籃球場(館),,66000,66000270
崇光國小運動場,臺中市大里區大明路181號,24.11410444,120.6844336,04-24818836#5031,https://az804957.vo.msecnd.net/photogym/20140806143549_P1050360.JPG,,FREE,66,"排球場(館),田徑場",,66000,66000280
文英國中田徑場,苗栗縣頭份鎮尖下里200號,24.65581259,120.8802938,03-7624260,https://az804957.vo.msecnd.net/photogym/20140703150052_DSC06362.JPG,,FREE,67,"田徑場,棒、壘球打擊練習場,籃球場,排球場(館)",,10005,
屏東高中活動中心,屏東縣屏東市忠孝路231號,22.68612921,120.4877244,08-7656444#350,https://az804957.vo.msecnd.net/photogym/20140604184347_7QWNT91W0VDAZGXBG6YA.jpg,,FREE,68,排球場,,10013,10013010
載興國小籃球場,屏東縣里港鄉載興村載興路1之3號,22.77835211,120.5244797,08-7752271,https://az804957.vo.msecnd.net/photogym/20140710114939_1.jpg,,FREE,69,排球場(館),,10013,10013090
綜合球場,南投縣魚池鄉水社村中山路190號,23.86794112,120.9100208,049-2855145#13,https://az804957.vo.msecnd.net/photogym/20170705080306_8CDPHWPZSZG159RJSLNB.jpg,,FREE,70,排球場(館),,10008,10008090
室外多功能球場,宜蘭縣宜蘭市樹人路37號,24.76216519,121.7568009,03-9322519,https://az804957.vo.msecnd.net/photogym/20170929093139_JUVC8LGMUNKUX1YA1YAV.JPG,,FREE,71,"籃球場,排球場(館)",,10002,
龍崎國中排球場,臺南市龍崎區新市子258號,22.9690622,120.3601599,06-5941475#10,https://az804957.vo.msecnd.net/photogym/20140708090023_CIMG2738.JPG,,CLOSE,72,排球場,,67000,67000300
嘉新田徑場,61251嘉義縣太保市北新里17鄰中興路一段250號,23.50037249,120.3780282,05-2373029#124,https://az804957.vo.msecnd.net/photogym/20191118105638_1RHLDCQVVUE85PHF5XTV.jpg,,FREE,73,"籃球場,排球場,羽球場(館)",,,
光武國中田徑場,新竹市東區光復路一段512號,24.78808534,121.0129615,03-5778784,https://az804957.vo.msecnd.net/photogym/20160509094333_緊急逃生避難示意圖.JPG,,FREE,74,"田徑場,田徑場附設排球場,網球場",,10018,10018010
宣信國小田徑場,嘉義市東區宣信街266號,23.47026822,120.4597878,05-2223904#2921,https://az804957.vo.msecnd.net/photogym/20140606150453_DSC_1611.jpg,,FREE,75,"田徑場,躲避球場,排球場(館)",,10020,10020010
籃球場,新北市土城區永寧路18號,24.96287208,121.4295352,02-22675135#401,https://az804957.vo.msecnd.net/photogym/20170707142741_IKD57LWCWP8TDQ6DKQ2F.JPG,,FREE,76,籃球場,,65000,65000130
土城國中操場旁排球場,新北市土城區永寧路18號,24.96186502,121.4296736,02-22675135#401,https://az804957.vo.msecnd.net/photogym/20200504111900_86UXT9CJ1U3J8NE2XBSZ.jpg,,CLOSE,77,排球場(館),,65000,65000130
南興國中田徑場,嘉義市東區芳安路111號,23.4691906,120.4625452,05-2224383#225,https://az804957.vo.msecnd.net/photogym/20140718155936_M7K92JMVKX616NRMZGFF.jpg,,PAID,78,"田徑場,籃球場,排球場(館)",,10020,10020010
關廟國中排球場,臺南市關廟區中山路二段172號,22.96073462,120.3243095,06-5951181#202,https://az804957.vo.msecnd.net/photogym/20200505144446_8XK6R7T54B9SOHVKFARQ.jpg,,CLOSE,79,排球場(館),,67000,67000290
青草國小風雨球場,臺南市安南區青砂街二段105巷32號,23.07683979,120.1164651,06-2577631,https://az804957.vo.msecnd.net/photogym/20160505141013_DSC02394-1.jpg,,PAID,80,排球場(館),,67000,67000350
池上國中排球場,臺東縣池上鄉新興村力學路88號,23.11484007,121.2049323,08-9862040,https://az804957.vo.msecnd.net/photogym/20200507151716_D5S13K82G4E9AWXKD4MJ.jpg,,FREE,81,排球場,,10014,10014060
北園國小排球場(館),嘉義市西區北湖里北社尾路168號,23.49453932,120.4260135,05-2371330#128,https://az804957.vo.msecnd.net/photogym/20140711154615_DSCN0995.JPG,,FREE,82,風雨球場,,10020,10020020
台中女中田徑場,臺中市西區自由路一段95號,24.13621905,120.6772131,04-22205108,https://az804957.vo.msecnd.net/photogym/20160504113717_DSC05599.JPG,,CLOSE,83,"籃球場,網球場,排球場,田徑場",,66000,66000040
石牌國中室外排球場,臺北市北投區吉利里石牌路1段139號,25.11590221,121.51297,02-28224682,https://az804957.vo.msecnd.net/photogym/20190819091909_U5G45HHQ55RAMSQW11A9.jpg,,CLOSE,84,排球場(館),,63000,63000120
士商排球場,臺北市士林區後港里士商路150號,25.09440482,121.5151425,02-28313114#306,https://az804957.vo.msecnd.net/photogym/20200512162319_TZWEWABXMYOJ1PEMEJXX.jpg,,CLOSE,85,排球場(館),,63000,63000110
長安國中綜合球場,臺北市中山區興亞里松江路70巷11號,25.04941617,121.5319236,02-25112382#309,https://az804957.vo.msecnd.net/photogym/20140728124342_DILLJU3XLQMNYP3T7B18.jpg,,FREE,86,"籃球場,排球場,羽球場",,63000,63000040
頭城家商勤毅樓,宜蘭縣頭城鎮新興路111號,24.85146768,121.8169749,03-9771131#123,https://az804957.vo.msecnd.net/photogym/20140530102832_P1130269.JPG,,CLOSE,87,"羽球場(館),籃球場,排球場(館),籃球場,網球場(館),田徑場,足球場,健身房(含重量訓練室)",,10002,10002040
澎湖高級海事水產職業學校綜合體育館,澎湖縣馬公市中興里民族路63號,23.57042837,119.5640802,06-9261101#321,https://az804957.vo.msecnd.net/photogym/20140606104123_IMG_20140606_092401.jpg,,CLOSE,88,"籃球場,桌球場(館),舉重室,排球場(館)",,10016,10016010
佳冬高農籃球場,屏東縣佳冬鄉佳冬村佳農路67號,22.41239727,120.5641848,08-8662726#302,https://az804957.vo.msecnd.net/photogym/20140618145422_C:\Documents and Settings\Administrator\My Documents\My Pictures\充實器材設備\DSC03471.JPG,,FREE,89,"排球場(館),籃球場,排球場(館)",,10013,10013210
興雅國中排球場,臺北市信義區松德路168巷15號,25.03544,121.5721911,02-27232771#330,https://az804957.vo.msecnd.net/photogym/20160505092515_MMDA045S5UOFCCYAQJWL.JPEG,,FREE,90,排球場,,63000,63000020
明正國中體育館,屏東縣屏東市大連路70號,22.67907935,120.4982132,08-7363078,https://az804957.vo.msecnd.net/photogym/20140620113631_DSC04174.JPG,,PAID,91,"籃球場,排球場,網球場(館),籃球場",,10013,10013010
泰武國中籃球場,屏東縣泰武鄉佳平路120號,22.59144285,120.6331229,08-7831025#13,https://az804957.vo.msecnd.net/photogym/20140627094912_TYFNW68IC2ZBYUVMZ9CC.jpg,,FREE,92,籃球場,,10013,10013290
寶桑國中排球場,臺東縣臺東市仁七街1號,22.76955849,121.1448991,089-220011,https://az804957.vo.msecnd.net/photogym/20200527130014_2G8U89PYY0M5J07RBI8K.JPG,,FREE,93,排球場(館),,10014,10014010
大寮國中排球場,高雄市大寮區永芳里進學路150號,22.6026357,120.3928989,07-7837091#218,https://az804957.vo.msecnd.net/photogym/20140617140056_IMAG0263.jpg,,CLOSE,94,"排球場(館),田徑場",,64000,64000140
慈文國中操場附設籃球場與排球場及網球場,桃園市桃園區中正路835號,25.00880244,121.3002816,03-3269340#313,https://az804957.vo.msecnd.net/photogym/20140617113342_DSC05692.JPG,,FREE,95,"田徑場,籃球場,排球場(館),半場籃球場",,68000,68000010
景美女中排球場,臺北市文山區樟新里木新路3段312號,24.98250034,121.5554237,02-29368847#339,https://az804957.vo.msecnd.net/photogym/20140822094303_照片 4-1.jpg,,CLOSE,96,"排球場(館),排球場(館)",,63000,63000080
東方工商排球場,臺北市大安區信義路四段186巷8號,25.03207616,121.5512037,02-27554616,https://az804957.vo.msecnd.net/photogym/20140821094353_VAMCL12YUYSOT74JXQX0.JPG,,CLOSE,97,排球場(館),,63000,63000030
漢口國中田徑場附設籃球場、排球場,臺中市西屯區漢口路一段54之1號,24.161756,120.657118,04-23130511#722,https://az804957.vo.msecnd.net/photogym/20200420101906_RYMTQ0WJ60BBFYIZ1TIC.jpg,,FREE,98,田徑場附設籃球場、排球場,,66000,66000060
高雄女中排球場,高雄市前金區五福三路122號,22.62212198,120.2941078,07-2115418,https://az804957.vo.msecnd.net/photogym/20140607223617_494AB8HXEHZ52L6KL5XL.jpg,,CLOSE,99,排球場(館),,64000,
金陵女中田徑場,新北市三重區重新路五段656號,25.04254086,121.4675206,02-29956776#201,https://az804957.vo.msecnd.net/photogym/20140616094540_DSCN0665.jpg,,CLOSE,100,"籃球場,排球場(館),田徑場",,65000,65000020
大溪高中體育館,桃園市大溪區康莊路641號,24.86957362,121.2854522,03-3878628#512,https://az804957.vo.msecnd.net/photogym/20140605142109_P1080240.JPG,,CLOSE,101,"羽球場,籃球場,排球場",,68000,68000030
中山國小活動中心,桃園市桃園區國際路一段1070號,24.98637894,121.2901032,03-2203012#350,https://az804957.vo.msecnd.net/photogym/20140620133548_DSCF5009.JPG,,CLOSE,102,排球場(館),,68000,68000010
半戶外籃、排球場,宜蘭縣蘇澳鎮蘇港路213號,24.59252479,121.8434973,03-9951661#320,https://az804957.vo.msecnd.net/photogym/20200522084322_V7Y9MNAXA15IN4XUPKAO.jpg,,CLOSE,103,籃球場,,10002,10002030
北辰國小學生活動中心,雲林縣北港鎮新街里成功路30號,23.57831557,120.3020784,05-6341255#038,https://az804957.vo.msecnd.net/photogym/20140613113018_XX04OWZPL2D19Y0G52HZ.jpg,,CLOSE,104,排球場(館),,10009,10009060
中正國小綜合球場,雲林縣虎尾鎮林森路一段64號,23.71914961,120.4406261,05-6322710,https://az804957.vo.msecnd.net/photogym/20140612170738_DSCN0272.JPG,,FREE,105,"籃球場,排球場(館)",,10009,10009030
大觀國中樂活館,新北市板橋區僑中一街1號,25.01091305,121.448223,02-22725015#831,https://az804957.vo.msecnd.net/photogym/20140616164020_P1050625.JPG,,PAID,106,"排球場(館),羽球場(館)",,65000,65000010
臺北商業大學學生活動中心,臺北市中正區濟南路一段321號,25.04230271,121.5260732,02-23226177,https://az804957.vo.msecnd.net/photogym/20140604110420_P7168495.JPG,,FREE,107,"籃球場,排球場(館),羽球場(館)",,63000,63000050
文雅國小風雨操場(籃球場),臺中市大雅區文雅里中山北路235號,24.21938015,120.6460673,04-25678823,https://az804957.vo.msecnd.net/photogym/20140721184938_DSCF3899.JPG,,FREE,108,"籃球場,排球場(館),排球場(館)",,66000,66000180
臺北商業大學排球場,臺北市中正區濟南路一段321號,25.04225411,121.5256441,02-23226177,https://az804957.vo.msecnd.net/photogym/20140604111522_P7168480.JPG,,FREE,109,臺北商業大學排球場,,63000,63000050
文生高中志毅館,雲林縣四湖鄉中正路509號,23.63233916,120.2276185,05-7872024#13,https://az804957.vo.msecnd.net/photogym/20140620135815_DSC_0091.JPG,,CLOSE,110,"籃球場,排球場(館)",,10009,10009180
內壢高中體育館,桃園市中壢區成章四街120號,24.97688726,121.2565809,03-4528080#233,https://az804957.vo.msecnd.net/photogym/20140604100203_圖片1.gif,,PAID,111,"游泳池(館),籃球場,桌球場(館),韻律教室,健身房(含重量訓練室),柔道教室,排球場(館),羽球場(館)",,68000,68000020
東吳工家籃球場,嘉義市東區宣信街252號,23.46884616,120.4605576,05-2246161#101,https://az804957.vo.msecnd.net/photogym/20140612144611_P1281707.JPG,,CLOSE,112,"籃球場,排球場(館)",,10020,10020010
內壢高中田徑場,桃園市中壢區成章四街120號,24.97725682,121.2570906,03-4528080#233,https://az804957.vo.msecnd.net/photogym/20140606143039_田徑場鳥瞰.jpg,,FREE,113,"田徑場,半場籃球場,排球場(館)",,68000,68000020
田徑場,新竹縣竹北市嘉豐六路1段101號,24.81095178,121.0304278,03-5506881#266,https://az804957.vo.msecnd.net/photogym/20190521102357_JJPWCQZXU1TRBHPJ50XZ.JPG,,FREE,114,排球場(館),,10004,10004010
基隆女中體育館,基隆市信義區東信路324號,25.12867306,121.7593496,02-24278274#320,https://az804957.vo.msecnd.net/photogym/20200417134123_E8MNIADQ6PGJZLQUGVVQ.JPG,,CLOSE,115,"排球場(館),籃球場",,10017,10017070
